country,proportion,rank,time,value,zhou
斐济群岛,0.0064%,150,2018,5536759658,大洋洲
黑山,0.0064%,151,2018,5504166666,欧洲
多哥,0.0062%,152,2018,5358722982,非洲
马尔代夫,0.0062%,153,2018,5327457149,亚洲
毛里塔尼亚,0.0061%,154,2018,5234817927,非洲
巴巴多斯,0.0060%,155,2018,5145000000,美洲
斯威士兰,0.0055%,156,2018,4710618471,非洲
塞拉利昂,0.0048%,157,2018,4085114794,非洲
圭亚那,0.0045%,158,2018,3878662620,美洲
苏里南,0.0042%,159,2018,3590753768,美洲
利比里亚,0.0038%,160,2018,3264000000,非洲
安道尔,0.0038%,161,2018,3236543909,欧洲
库拉索,0.0036%,162,2018,3127908037,美洲
布隆迪,0.0035%,163,2018,3036931818,非洲
莱索托,0.0032%,164,2018,2738786277,非洲
东帝汶,0.0030%,165,2018,2581000000,亚洲
不丹,0.0028%,166,2018,2446674101,亚洲
中非,0.0026%,167,2018,2219894701,非洲
佛得角,0.0023%,168,2018,1976814276,非洲
吉布提,0.0023%,169,2018,1965982321,非洲
圣卢西亚,0.0022%,170,2018,1921848222,美洲
伯利兹,0.0022%,171,2018,1871203164,美洲
冈比亚,0.0019%,172,2018,1632823198,非洲
安提瓜和巴布达,0.0019%,173,2018,1610574074,美洲
塞舌尔,0.0019%,174,2018,1590180446,非洲
几内亚比绍,0.0017%,175,2018,1458156026,非洲
所罗门群岛,0.0016%,176,2018,1395608472,大洋洲
北马里亚纳群岛,0.0015%,177,2018,1323000000,大洋洲
格林纳达,0.0014%,178,2018,1185925925,美洲
科摩罗,0.0014%,179,2018,1177955048,非洲
特克斯和凯科斯群岛,0.0012%,180,2018,1022312010,美洲
圣基茨和尼维斯,0.0012%,181,2018,1010822222,美洲
瓦努阿图,0.0011%,182,2018,914301119,大洋洲
萨摩亚,0.0010%,183,2018,820491798,大洋洲
圣文森特和格林纳丁斯,0.0009%,184,2018,811300000,美洲
美属萨摩亚,0.0007%,185,2018,636000000,大洋洲
多米尼克,0.0006%,186,2018,550892592,美洲
汤加,0.0005%,187,2018,450353313,大洋洲
圣多美和普林西比,0.0005%,188,2018,422296762,非洲
密克罗尼西亚联邦,0.0005%,189,2018,401932279,大洋洲
帕劳,0.0003%,190,2018,283994900,大洋洲
马绍尔群岛,0.0003%,191,2018,221278000,大洋洲
基里巴斯,0.0002%,192,2018,188284518,大洋洲
瑙鲁,0.0001%,193,2018,125628504,大洋洲
图瓦卢,0.0000%,194,2018,42587778,大洋洲
美国,24.0707%,1,2017,19485393853000,美洲
中国,15.0011%,2,2017,12143491448186,亚洲
日本,6.0036%,3,2017,4859950558538,亚洲
德国,4.5173%,4,2017,3656749414477,欧洲
英国,3.2937%,5,2017,2666229179958,欧洲
印度,3.2764%,6,2017,2652242857923,亚洲
法国,3.1949%,7,2017,2586285406561,欧洲
巴西,2.5368%,8,2017,2053594973992,美洲
意大利,2.4175%,9,2017,1956960611690,欧洲
加拿大,2.0344%,10,2017,1646867220617,美洲
俄罗斯,1.9501%,11,2017,1578624060588,欧洲
韩国,1.8910%,12,2017,1530750923148,亚洲
澳大利亚,1.6431%,13,2017,1330135756844,大洋洲
西班牙,1.6174%,14,2017,1309309642308,欧洲
墨西哥,1.4302%,15,2017,1157736189998,美洲
印尼,1.2544%,16,2017,1015423455783,亚洲
土耳其,1.0533%,17,2017,852676778300,欧洲
荷兰,1.0276%,18,2017,831809944960,欧洲
沙特阿拉伯,0.8506%,19,2017,688586133333,亚洲
瑞士,0.8400%,20,2017,679950915261,欧洲
阿根廷,0.7939%,21,2017,642695864756,美洲
瑞典,0.6677%,22,2017,540545236387,欧洲
波兰,0.6500%,23,2017,526216495118,欧洲
比利时,0.6214%,24,2017,503004504395,欧洲
泰国,0.5624%,25,2017,455275517239,亚洲
伊朗,0.5609%,26,2017,454012768723,亚洲
奥地利,0.5155%,27,2017,417282900758,欧洲
挪威,0.4921%,28,2017,398393955268,欧洲
阿联酋,0.4666%,29,2017,377701060177,亚洲
尼日利亚,0.4642%,30,2017,375745486520,非洲
以色列,0.4364%,31,2017,353253406954,亚洲
南非,0.4318%,32,2017,349554116683,非洲
香港,0.4221%,33,2017,341687111841,亚洲
新加坡,0.4180%,34,2017,338406474038,亚洲
爱尔兰,0.4136%,35,2017,334834010485,欧洲
丹麦,0.4069%,36,2017,329417067127,欧洲
马来西亚,0.3940%,37,2017,318958236443,亚洲
菲律宾,0.3874%,38,2017,313619747740,亚洲
哥伦比亚,0.3852%,39,2017,311789874617,美洲
巴基斯坦,0.3762%,40,2017,304567253219,亚洲
智利,0.3431%,41,2017,277746461078,美洲
芬兰,0.3143%,42,2017,254435041879,欧洲
孟加拉,0.3085%,43,2017,249723862487,亚洲
埃及,0.2908%,44,2017,235369129337,非洲
越南,0.2764%,45,2017,223779865815,亚洲
葡萄牙,0.2728%,46,2017,220811110492,欧洲
捷克,0.2667%,47,2017,215913545038,欧洲
罗马尼亚,0.2615%,48,2017,211695422578,欧洲
秘鲁,0.2607%,49,2017,211007207483,美洲
希腊,0.2509%,50,2017,203085551429,欧洲
新西兰,0.2503%,51,2017,202590814084,大洋洲
伊拉克,0.2415%,52,2017,195473049875,亚洲
阿尔及利亚,0.2068%,53,2017,167390266100,非洲
卡塔尔,0.2062%,54,2017,166928571428,亚洲
哈萨克斯坦,0.2061%,55,2017,166805800595,亚洲
匈牙利,0.1748%,56,2017,141510583019,欧洲
苏丹,0.1520%,57,2017,123053386001,非洲
安哥拉,0.1509%,58,2017,122123822333,非洲
科威特,0.1491%,59,2017,120707550280,亚洲
乌克兰,0.1386%,60,2017,112190355158,欧洲
摩洛哥,0.1355%,61,2017,109714300453,非洲
厄瓜多尔,0.1288%,62,2017,104295862000,美洲
波多黎各,0.1288%,63,2017,104250200000,美洲
古巴,0.1196%,64,2017,96851000000,美洲
斯洛伐克,0.1177%,65,2017,95241436351,欧洲
斯里兰卡,0.1087%,66,2017,88019706803,亚洲
埃塞俄比亚,0.1010%,67,2017,81760441158,非洲
多米尼加,0.0988%,68,2017,79998045976,美洲
肯尼亚,0.0973%,69,2017,78757391333,非洲
危地马拉,0.0934%,70,2017,75620081928,美洲
阿曼,0.0872%,71,2017,70597919375,亚洲
缅甸,0.0824%,72,2017,66719084253,亚洲
卢森堡,0.0791%,73,2017,64023412339,欧洲
巴拿马,0.0769%,74,2017,62283800000,美洲
乌兹别克斯坦,0.0731%,75,2017,59159945320,亚洲
加纳,0.0729%,76,2017,58996776237,非洲
保加利亚,0.0719%,77,2017,58220973782,欧洲
哥斯达黎加,0.0719%,78,2017,58174549218,美洲
乌拉圭,0.0698%,79,2017,56488991831,美洲
克罗地亚,0.0683%,80,2017,55319620157,欧洲
白俄罗斯,0.0676%,81,2017,54726595249,欧洲
黎巴嫩,0.0660%,82,2017,53393799668,亚洲
坦桑尼亚,0.0659%,83,2017,53320625958,非洲
澳门,0.0627%,84,2017,50751059058,亚洲
斯洛文尼亚,0.0598%,85,2017,48441722815,欧洲
立陶宛,0.0588%,86,2017,47632961168,欧洲
塞尔维亚,0.0545%,87,2017,44120424391,欧洲
阿塞拜疆,0.0505%,88,2017,40865558912,亚洲
约旦,0.0503%,89,2017,40708943661,亚洲
突尼斯,0.0492%,90,2017,39813383483,非洲
巴拉圭,0.0482%,91,2017,39008900331,美洲
科特迪瓦,0.0470%,92,2017,38053606750,非洲
刚果（金）,0.0470%,93,2017,38019265625,非洲
土库曼斯坦,0.0469%,94,2017,37926285714,亚洲
利比亚,0.0468%,95,2017,37881431912,非洲
玻利维亚,0.0463%,96,2017,37508642257,美洲
巴林,0.0438%,97,2017,35432686170,亚洲
喀麦隆,0.0431%,98,2017,34922782310,非洲
拉脱维亚,0.0373%,99,2017,30198231776,欧洲
也门,0.0331%,100,2017,26818703092,亚洲
爱沙尼亚,0.0331%,101,2017,26792757827,欧洲
乌干达,0.0321%,102,2017,25995031850,非洲
赞比亚,0.0320%,103,2017,25868142076,非洲
尼泊尔,0.0311%,104,2017,25180583769,亚洲
萨尔瓦多,0.0308%,105,2017,24928000000,美洲
冰岛,0.0303%,106,2017,24489493459,欧洲
洪都拉斯,0.0285%,107,2017,23100748921,美洲
津巴布韦,0.0282%,108,2017,22813010116,非洲
巴布亚新几内亚,0.0281%,109,2017,22742613549,大洋洲
塞浦路斯,0.0280%,110,2017,22638608224,欧洲
特立尼达和多巴哥,0.0278%,111,2017,22474828527,美洲
柬埔寨,0.0274%,112,2017,22180376505,亚洲
塞内加尔,0.0260%,113,2017,21081669869,非洲
阿富汗,0.0249%,114,2017,20191764940,亚洲
波黑,0.0223%,115,2017,18080118128,欧洲
博茨瓦纳,0.0215%,116,2017,17405538618,非洲
老挝,0.0208%,117,2017,16853087485,亚洲
格鲁吉亚,0.0201%,118,2017,16242956764,亚洲
马里,0.0189%,119,2017,15337740140,非洲
加蓬,0.0184%,120,2017,14892609693,非洲
牙买加,0.0183%,121,2017,14806340821,美洲
巴勒斯坦,0.0179%,122,2017,14498100000,亚洲
尼加拉瓜,0.0171%,123,2017,13843612004,美洲
纳米比亚,0.0168%,124,2017,13566192144,非洲
毛里求斯,0.0164%,125,2017,13259351418,非洲
莫桑比克,0.0163%,126,2017,13219084261,非洲
马达加斯加,0.0163%,127,2017,13176313593,非洲
阿尔巴尼亚,0.0161%,128,2017,13025064966,欧洲
马耳他,0.0158%,129,2017,12768671649,欧洲
布基纳法索,0.0152%,130,2017,12330338343,非洲
赤道几内亚,0.0152%,131,2017,12289913729,非洲
巴哈马,0.0150%,132,2017,12150400000,美洲
文莱,0.0150%,133,2017,12128104859,亚洲
亚美尼亚,0.0142%,134,2017,11527458565,亚洲
蒙古,0.0141%,135,2017,11425755279,亚洲
马其顿,0.0139%,136,2017,11279509013,欧洲
几内亚,0.0128%,137,2017,10324668266,非洲
乍得,0.0123%,138,2017,9975692095,非洲
摩尔多瓦,0.0119%,139,2017,9669759987,欧洲
贝宁,0.0115%,140,2017,9269594834,非洲
卢旺达,0.0113%,141,2017,9140429057,非洲
刚果（布）,0.0107%,142,2017,8701334800,非洲
海地,0.0104%,143,2017,8409497402,美洲
尼日尔,0.0100%,144,2017,8119710126,非洲
吉尔吉斯斯坦,0.0095%,145,2017,7702934800,亚洲
塔吉克斯坦,0.0088%,146,2017,7157865188,亚洲
索马里,0.0088%,147,2017,7128000000,非洲
马恩岛,0.0084%,148,2017,6770532818,欧洲
摩纳哥,0.0079%,149,2017,6415370745,欧洲
马拉维,0.0078%,150,2017,6303292264,非洲
关岛,0.0072%,151,2017,5851000000,大洋洲
斐济群岛,0.0066%,152,2017,5353404418,大洋洲
巴巴多斯,0.0062%,153,2017,4989500000,美洲
毛里塔尼亚,0.0061%,154,2017,4905893854,非洲
黑山,0.0060%,155,2017,4844592066,欧洲
多哥,0.0059%,156,2017,4808043652,非洲
马尔代夫,0.0059%,157,2017,4735989972,亚洲
斯威士兰,0.0055%,158,2017,4446248678,非洲
塞拉利昂,0.0046%,159,2017,3739577973,非洲
开曼群岛,0.0044%,160,2017,3570575151,美洲
圭亚那,0.0044%,161,2017,3555205811,美洲
利比里亚,0.0041%,162,2017,3285455000,非洲
布隆迪,0.0039%,163,2017,3172292379,非洲
库拉索,0.0039%,164,2017,3116610111,美洲
苏里南,0.0038%,165,2017,3068766109,美洲
安道尔,0.0037%,166,2017,3013387423,欧洲
阿鲁巴,0.0033%,167,2017,2700558659,美洲
莱索托,0.0032%,168,2017,2565352373,非洲
东帝汶,0.0031%,169,2017,2487269400,亚洲
不丹,0.0030%,170,2017,2450364928,亚洲
中非,0.0026%,171,2017,2067230996,非洲
吉布提,0.0023%,172,2017,1844674434,非洲
伯利兹,0.0023%,173,2017,1836593466,美洲
圣卢西亚,0.0022%,174,2017,1816728740,美洲
佛得角,0.0022%,175,2017,1769787215,非洲
圣马力诺,0.0020%,176,2017,1632860040,欧洲
北马里亚纳群岛,0.0020%,177,2017,1601000000,大洋洲
冈比亚,0.0019%,178,2017,1504954957,非洲
塞舌尔,0.0019%,179,2017,1503168689,非洲
安提瓜和巴布达,0.0018%,180,2017,1467977777,美洲
几内亚比绍,0.0017%,181,2017,1346841897,非洲
所罗门群岛,0.0016%,182,2017,1309631135,大洋洲
格林纳达,0.0014%,183,2017,1126882296,美洲
科摩罗,0.0013%,184,2017,1074778460,非洲
圣基茨和尼维斯,0.0012%,185,2017,996944444,美洲
特克斯和凯科斯群岛,0.0012%,186,2017,962525840,美洲
瓦努阿图,0.0011%,187,2017,880043553,大洋洲
萨摩亚,0.0010%,188,2017,831903814,大洋洲
圣文森特和格林纳丁斯,0.0010%,189,2017,792177777,美洲
美属萨摩亚,0.0007%,190,2017,602000000,大洋洲
多米尼克,0.0006%,191,2017,519837037,美洲
汤加,0.0005%,192,2017,430174168,大洋洲
圣多美和普林西比,0.0005%,193,2017,375040173,非洲
密克罗尼西亚联邦,0.0005%,194,2017,366666808,大洋洲
帕劳,0.0004%,195,2017,286321800,大洋洲
马绍尔群岛,0.0003%,196,2017,212881000,大洋洲
基里巴斯,0.0002%,197,2017,185572501,大洋洲
瑙鲁,0.0001%,198,2017,113884908,大洋洲
图瓦卢,0.0001%,199,2017,40620557,大洋洲
美国,24.2764%,1,2015,18219297584000,美洲
中国,14.6777%,2,2015,11015542352468,亚洲
日本,5.8488%,3,2015,4389475622588,亚洲
德国,4.4778%,4,2015,3360549973888,欧洲
英国,3.9022%,5,2015,2928591002002,欧洲
法国,3.2488%,6,2015,2438207896251,欧洲
印度,2.8029%,7,2015,2103587813812,亚洲
意大利,2.4463%,8,2015,1835899237320,欧洲
巴西,2.4014%,9,2015,1802214373741,美洲
加拿大,2.0692%,10,2015,1552899925233,美洲
韩国,1.8425%,11,2015,1382764027113,亚洲
俄罗斯,1.8169%,12,2015,1363594369577,欧洲
澳大利亚,1.8011%,13,2015,1351693984524,大洋洲
西班牙,1.5924%,14,2015,1195119269971,欧洲
墨西哥,1.5597%,15,2015,1170564619927,美洲
印尼,1.1470%,16,2015,860854235065,亚洲
土耳其,1.1456%,17,2015,859796872677,欧洲
荷兰,1.0197%,18,2015,765264949780,欧洲
瑞士,0.9058%,19,2015,679832391757,欧洲
沙特阿拉伯,0.8718%,20,2015,654269902880,亚洲
阿根廷,0.7925%,21,2015,594749285413,美洲
瑞典,0.6711%,22,2015,503650641896,欧洲
尼日利亚,0.6590%,23,2015,494583180777,非洲
波兰,0.6363%,24,2015,477576866958,欧洲
比利时,0.6158%,25,2015,462149679343,欧洲
泰国,0.5347%,26,2015,401295970240,亚洲
伊朗,0.5142%,27,2015,385874474398,亚洲
挪威,0.5141%,28,2015,385801550067,欧洲
奥地利,0.5088%,29,2015,381817565893,欧洲
阿联酋,0.4772%,30,2015,358135057862,亚洲
埃及,0.4433%,31,2015,332698041030,非洲
南非,0.4232%,32,2015,317620522794,非洲
香港,0.4122%,33,2015,309383627028,亚洲
新加坡,0.4104%,34,2015,308004146057,亚洲
丹麦,0.4033%,35,2015,302673068765,欧洲
马来西亚,0.4015%,36,2015,301354756113,亚洲
以色列,0.3995%,37,2015,299813121212,亚洲
哥伦比亚,0.3911%,38,2015,293481748240,美洲
菲律宾,0.3901%,39,2015,292774099013,亚洲
爱尔兰,0.3884%,40,2015,291499812103,欧洲
巴基斯坦,0.3605%,41,2015,270556131701,亚洲
智利,0.3250%,42,2015,243919085308,美洲
芬兰,0.3126%,43,2015,234585368746,欧洲
葡萄牙,0.2656%,44,2015,199313894327,欧洲
希腊,0.2619%,45,2015,196591353761,欧洲
孟加拉,0.2599%,46,2015,195078678697,亚洲
越南,0.2575%,47,2015,193241108709,亚洲
秘鲁,0.2529%,48,2015,189805300841,美洲
捷克,0.2489%,49,2015,186829940545,欧洲
哈萨克斯坦,0.2457%,50,2015,184388432148,亚洲
罗马尼亚,0.2370%,51,2015,177893451831,欧洲
伊拉克,0.2365%,52,2015,177498577312,亚洲
新西兰,0.2361%,53,2015,177208110322,大洋洲
阿尔及利亚,0.2212%,54,2015,165978425168,非洲
卡塔尔,0.2155%,55,2015,161739835164,亚洲
匈牙利,0.1659%,56,2015,124529741437,欧洲
安哥拉,0.1548%,57,2015,116193649124,非洲
科威特,0.1527%,58,2015,114567298105,亚洲
波多黎各,0.1377%,59,2015,103375500000,美洲
摩洛哥,0.1348%,60,2015,101179808076,非洲
厄瓜多尔,0.1323%,61,2015,99290381000,美洲
苏丹,0.1289%,62,2015,96741742021,非洲
乌克兰,0.1213%,63,2015,91030959454,欧洲
斯洛伐克,0.1179%,64,2015,88457167724,欧洲
古巴,0.1161%,65,2015,87133000000,美洲
乌兹别克斯坦,0.1091%,66,2015,81847410181,亚洲
斯里兰卡,0.1074%,67,2015,80604080688,亚洲
多米尼加,0.0948%,68,2015,71164826720,美洲
阿曼,0.0918%,69,2015,68921456436,亚洲
埃塞俄比亚,0.0861%,70,2015,64589334978,非洲
肯尼亚,0.0853%,71,2015,64007750178,非洲
危地马拉,0.0850%,72,2015,63767597193,美洲
缅甸,0.0795%,73,2015,59687410896,亚洲
卢森堡,0.0769%,74,2015,57744457954,欧洲
白俄罗斯,0.0752%,75,2015,56454734396,欧洲
哥斯达黎加,0.0730%,76,2015,54775994478,美洲
巴拿马,0.0721%,77,2015,54091700000,美洲
乌拉圭,0.0710%,78,2015,53274304222,美洲
阿塞拜疆,0.0707%,79,2015,53074468085,亚洲
保加利亚,0.0669%,80,2015,50201314894,欧洲
黎巴嫩,0.0666%,81,2015,49973893200,亚洲
克罗地亚,0.0660%,82,2015,49530656285,欧洲
加纳,0.0655%,83,2015,49181854798,非洲
坦桑尼亚,0.0631%,84,2015,47378599025,非洲
澳门,0.0604%,85,2015,45361678146,亚洲
突尼斯,0.0575%,86,2015,43173480831,非洲
斯洛文尼亚,0.0574%,87,2015,43090173061,欧洲
也门,0.0568%,88,2015,42628328212,亚洲
立陶宛,0.0552%,89,2015,41392396557,欧洲
塞尔维亚,0.0528%,90,2015,39628550868,欧洲
约旦,0.0507%,91,2015,38043450704,亚洲
刚果（金）,0.0505%,92,2015,37917704900,非洲
巴拉圭,0.0482%,93,2015,36164068797,美洲
土库曼斯坦,0.0477%,94,2015,35799714285,亚洲
科特迪瓦,0.0441%,95,2015,33131114321,非洲
玻利维亚,0.0440%,96,2015,33000198263,美洲
巴林,0.0415%,97,2015,31125877659,亚洲
喀麦隆,0.0412%,98,2015,30916218544,非洲
利比亚,0.0371%,99,2015,27842131479,非洲
乌干达,0.0361%,100,2015,27102650386,非洲
拉脱维亚,0.0361%,101,2015,27090019662,欧洲
特立尼达和多巴哥,0.0334%,102,2015,25062893969,美洲
萨尔瓦多,0.0312%,103,2015,23438000000,美洲
爱沙尼亚,0.0307%,104,2015,23048864242,欧洲
巴布亚新几内亚,0.0289%,105,2015,21723531182,大洋洲
尼泊尔,0.0285%,106,2015,21410840908,亚洲
赞比亚,0.0283%,107,2015,21243350632,非洲
洪都拉斯,0.0280%,108,2015,20979767785,美洲
津巴布韦,0.0266%,109,2015,19963120600,非洲
阿富汗,0.0265%,110,2015,19907111418,亚洲
塞浦路斯,0.0264%,111,2015,19779150116,欧洲
柬埔寨,0.0241%,112,2015,18049954289,亚洲
塞内加尔,0.0237%,113,2015,17767704596,非洲
冰岛,0.0231%,114,2015,17344165907,欧洲
波黑,0.0216%,115,2015,16211540686,欧洲
莫桑比克,0.0213%,116,2015,15950969018,非洲
格鲁吉亚,0.0199%,117,2015,14953950557,亚洲
博茨瓦纳,0.0192%,118,2015,14420604205,非洲
老挝,0.0192%,119,2015,14390442307,亚洲
加蓬,0.0192%,120,2015,14377324797,非洲
牙买加,0.0189%,121,2015,14187696311,美洲
赤道几内亚,0.0176%,122,2015,13180195435,非洲
马里,0.0175%,123,2015,13099497220,非洲
文莱,0.0172%,124,2015,12930394937,亚洲
尼加拉瓜,0.0170%,125,2015,12756706583,美洲
巴勒斯坦,0.0169%,126,2015,12673000000,亚洲
南苏丹,0.0160%,127,2015,11997800751,非洲
巴哈马,0.0157%,128,2015,11752300000,美洲
蒙古,0.0157%,129,2015,11749620619,亚洲
毛里求斯,0.0156%,130,2015,11692287066,非洲
纳米比亚,0.0155%,131,2015,11650656642,非洲
阿尔巴尼亚,0.0152%,132,2015,11386927679,欧洲
马达加斯加,0.0151%,133,2015,11323020828,非洲
乍得,0.0146%,134,2015,10945989471,非洲
马耳他,0.0143%,135,2015,10715545898,欧洲
亚美尼亚,0.0141%,136,2015,10553337672,亚洲
布基纳法索,0.0139%,137,2015,10419303761,非洲
马其顿,0.0134%,138,2015,10064515432,欧洲
几内亚,0.0117%,139,2015,8794202443,非洲
海地,0.0116%,140,2015,8724656126,美洲
刚果（布）,0.0114%,141,2015,8553154580,非洲
贝宁,0.0111%,142,2015,8294490789,非洲
卢旺达,0.0110%,143,2015,8277614580,非洲
塔吉克斯坦,0.0105%,144,2015,7854602391,亚洲
摩尔多瓦,0.0103%,145,2015,7745231660,欧洲
尼日尔,0.0096%,146,2015,7217667780,非洲
马恩岛,0.0091%,147,2015,6792417112,欧洲
吉尔吉斯斯坦,0.0089%,148,2015,6678178340,亚洲
索马里,0.0089%,149,2015,6669000749,非洲
马拉维,0.0085%,150,2015,6373212640,非洲
列支敦士登,0.0084%,151,2015,6268391521,欧洲
摩纳哥,0.0083%,152,2015,6258844405,欧洲
关岛,0.0076%,153,2015,5710000000,大洋洲
毛里塔尼亚,0.0064%,154,2015,4828858024,非洲
苏里南,0.0064%,155,2015,4787367928,美洲
巴巴多斯,0.0063%,156,2015,4725500000,美洲
开曼群岛,0.0063%,157,2015,4708336733,美洲
斐济群岛,0.0062%,158,2015,4682546863,大洋洲
塞拉利昂,0.0056%,159,2015,4218723875,非洲
多哥,0.0056%,160,2015,4179185205,非洲
马尔代夫,0.0055%,161,2015,4109424799,亚洲
斯威士兰,0.0054%,162,2015,4073390988,非洲
黑山,0.0054%,163,2015,4052913385,欧洲
圭亚那,0.0043%,164,2015,3197220338,美洲
利比里亚,0.0042%,165,2015,3177000000,非洲
库拉索,0.0042%,166,2015,3151910782,美洲
布隆迪,0.0041%,167,2015,3104394858,非洲
东帝汶,0.0041%,168,2015,3092624800,亚洲
安道尔,0.0037%,169,2015,2811489408,欧洲
阿鲁巴,0.0036%,170,2015,2691620111,美洲
法罗群岛,0.0034%,171,2015,2518096285,欧洲
格陵兰,0.0033%,172,2015,2499115623,美洲
莱索托,0.0031%,173,2015,2289799039,非洲
不丹,0.0027%,174,2015,2003598213,亚洲
伯利兹,0.0023%,175,2015,1723785356,美洲
中非,0.0023%,176,2015,1695143879,非洲
圣卢西亚,0.0022%,177,2015,1659110888,美洲
吉布提,0.0022%,178,2015,1633741922,非洲
佛得角,0.0021%,179,2015,1596800287,非洲
圣马力诺,0.0020%,180,2015,1523012088,欧洲
冈比亚,0.0018%,181,2015,1378176868,非洲
